https://www.cpp.edu/file-viewers.shtml, 3.597008649884068e-05
https://www.cpp.edu/privacy.shtml, 3.542264557251985e-05
https://www.cpp.edu/accessibility.shtml, 3.5202659573176606e-05
https://www.cpp.edu/#main, 3.511222570647794e-05
https://www.cpp.edu/~aboutcpp/index.shtml, 3.4761741342863e-05
https://www.cpp.edu/index.shtml, 3.4757837602744047e-05
https://www.cpp.edu/website-feedback.shtml, 3.32207219492903e-05
https://www.cpp.edu/safer-return/reporting/workplace-exposure.shtml, 3.185234803239996e-05
https://www.cpp.edu/safer-return/index.shtml, 3.163236203305671e-05
https://broncomag.cpp.edu/issue/fall-2021/, 1.2036401554834036e-05
https://broncomag.cpp.edu/issue/spring-2020/, 1.2036401554834036e-05
https://www.cpp.edu/#CPPCarousel, 5.301826303175265e-06
https://broncomag.cpp.edu/article/seeds-of-knowledge/, 5.149674154590887e-06
https://broncomag.cpp.edu/article/mission-driven/, 4.236550646954791e-06
http://portfolios.cpp.edu/, 4.036269613022261e-06
https://www.cpp.edu/officeofequity/discrimination-harassment-retaliation/index.shtml, 3.88752187269734e-06
https://www.cpp.edu/giving/about-us.shtml, 3.102580634531728e-06
http://www.cpp.edu/~officeofequity, 3.018358034042333e-06
http://www.cpp.edu/accessibility, 3.0137345883140126e-06
http://www.cpp.edu/~drc, 3.0137345883140126e-06
https://www.cpp.edu/health-and-safety-protocols/cleaning.shtml, 2.9748121045548364e-06
http://asi.cpp.edu/, 2.571989011481785e-06
https://polycentric.cpp.edu/2021/09/ige-professors-debut-second-book-in-series-on-women-making-history/, 2.5444513000550935e-06
https://www.cpp.edu/stratcomm/media.shtml, 2.5010696870530208e-06
https://www.cpp.edu/health-screener, 2.3864483004052833e-06
https://apps.cpp.edu/bronco411/search/, 2.2302977289255113e-06
https://www.cpp.edu/~career/, 2.189106734395377e-06
https://www.cpp.edu/safer-return/health-and-safety-protocols/public-health-testing.shtml, 2.17651515562705e-06
https://www.cpp.edu/health-and-safety-protocols/index.shtml, 2.166462301062042e-06
https://www.cpp.edu/studentsuccess/guides/instruction-modes.shtml, 2.166462301062042e-06
https://my.cpp.edu, 2.1629573995733973e-06
https://polycentric.cpp.edu, 2.1537731124091236e-06
https://polycentric.cpp.edu/2022/02/alumnus-christopher-rubalcava-makes-sweet-music-as-part-of-mariachi-rams/, 2.1401008924598634e-06
https://www.cpp.edu/giving/index.shtml, 1.8806490160465785e-06
https://www.cpp.edu/events/, 1.8242900221865781e-06
https://www.cpp.edu/website-feedback.php, 1.8200497335572188e-06
http://www.cpp.edu/~aboutcpp/visitor-information/directions.shtml, 1.6805322430462681e-06
http://www.cpp.edu/~aboutcpp/administration.shtml, 1.6805322430462681e-06
https://www.cpp.edu/student-gateway/index.shtml, 1.5500928818361552e-06
https://www.cpp.edu/library/index.shtml, 1.5336971724613447e-06
https://www.cpp.edu/philanthropy/, 1.4928906899078073e-06
https://www.cpp.edu/philanthropy/governance/index.shtml, 1.463849042121585e-06
https://www.cpp.edu/family/index.shtml, 1.4493224515919512e-06
https://www.cpp.edu/prospective-student-gateway/index.shtml, 1.4454531809981514e-06
https://www.cpp.edu/alumni/, 1.444815567007412e-06
https://www.cpp.edu/faculty-staff-gateway/index.shtml, 1.4425036788785578e-06
https://www.cpp.edu/jobs/index.shtml, 1.4324668291315892e-06
https://www.cpp.edu/broncodreamers/index.shtml, 1.4271807584846553e-06
https://www.cpp.edu/campus-safety-plan.shtml, 1.3928884705933387e-06
https://www.cpp.edu/contact.shtml, 1.3758099516597413e-06
https://polycentric.cpp.edu/2022/03/developer-and-engineering-alumnus-to-receive-honorary-doctorate/, 1.3569494045476129e-06
https://www.cpp.edu/admissions/, 1.3527088485381447e-06
https://polycentric.cpp.edu/2022/03/pioneering-nba-referee-and-two-time-champion-alumna-to-receive-honorary-doctorate/, 1.3515441831598099e-06
https://www.cpp.edu/~stratcomm/for-the-media.shtml, 1.349643381233681e-06
https://www.cpp.edu/em/, 1.3482773310809856e-06
https://polycentric.cpp.edu/2022/03/presidential-committee-appointed-to-foster-indigenous-rights-at-cal-poly-pomona/, 1.340151399922747e-06
https://www.cpp.edu/engineering/, 1.3340767269273394e-06
https://my.cpp.edu/, 1.3276729289156304e-06
https://www.cpp.edu/class/, 1.313695078075491e-06
https://www.cpp.edu/agri/, 1.29927312010609e-06
https://www.cpp.edu/env/, 1.2973543785991868e-06
https://www.cpp.edu/collins/, 1.2973543785991868e-06
https://catalog.cpp.edu/, 1.2933194345506559e-06
https://www.cpp.edu/sci, 1.2930880410597142e-06
http://www.cpp.edu/student-affairs/index.shtml, 1.287189036820527e-06
https://www.cpp.edu/officeofequity/titleIX/index.shtml, 1.287189036820527e-06
https://www.cpp.edu/ceis/, 1.287189036820527e-06
https://www.cpp.edu/cba/, 1.287189036820527e-06
http://www.cpp.edu/president/, 1.287189036820527e-06
https://www.cpp.edu/alpha-index/index.shtml, 1.287189036820527e-06
http://www.cpp.edu/ceu/index.shtml, 1.287189036820527e-06
https://www.cpp.edu/academic-manual, 1.287189036820527e-06
http://www.cpp.edu/it/index.shtml, 1.287189036820527e-06
https://www.cpp.edu/annual-security-report.shtml, 1.287189036820527e-06
http://www.cpp.edu/admin-affairs/index.shtml, 1.287189036820527e-06
http://www.cpp.edu/academic-affairs/index.shtml, 1.287189036820527e-06
http://www.cpp.edu/~senate/, 1.284799974661258e-06
http://foundation.cpp.edu/, 1.284799974661258e-06
https://www.cpp.edu/~agriscapes/egg-hunt.html, 1.25647066502562e-06
http://www.cpp.edu/~virtual-tour/index.shtml, 1.251254981784892e-06
https://www.cpp.edu/commencement/, 1.2287666450653448e-06
https://www.cpp.edu/cla/, 1.2258171429457512e-06
https://www.cpp.edu/orientation/, 1.2258171429457512e-06
https://www.cpp.edu/safer-return/vaccine-popup.shtml, 1.2258171429457512e-06
http://www.cpp.edu/~giving/index.shtml, 1.2180883630167203e-06
http://portfolios.cpp.edu/?cs=other, 1.1576654109201315e-06
http://www.cpp.edu/~alumni/index.shtml, 1.151995022492898e-06
http://www.cpp.edu/~aboutcpp/visitor-information/getting-around.shtml, 1.151995022492898e-06
https://www.cpp.edu/~aboutcpp/calpolypomona-overview/campus-community.shtml, 1.151995022492898e-06
https://www.cpp.edu/~aboutcpp/why-cpp/index.shtml, 1.151995022492898e-06
http://www.cpp.edu/~president/, 1.151995022492898e-06
https://www.cpp.edu/registrar//transcripts/index.shtml, 1.151995022492898e-06
https://www.cpp.edu/~aboutcpp/heritage/history-archives.shtml, 1.151995022492898e-06
http://www.cpp.edu/~aboutcpp/visitor-information/parking.shtml, 1.151995022492898e-06
http://www.cpp.edu/~aboutcpp/visitor-information/shopping.shtml, 1.151995022492898e-06
https://www.cpp.edu/~aboutcpp/calpolypomona-overview/public-good.shtml, 1.151995022492898e-06
https://www.cpp.edu/~aboutcpp/heritage/kellogg-connection.shtml, 1.151995022492898e-06
https://www.cpp.edu/~aboutcpp/calpolypomona-overview/mission-and-values.shtml, 1.151995022492898e-06
https://polycentric.cpp.edu/social-media/, 1.0162322914917116e-06
https://www.cpp.edu/officeofequity/index.shtml, 9.489487492045233e-07
